linux-libc-dev	6.1.129-1	CVE-2024-50028	MEDIUM	kernel: thermal: core: Reference count the zone in thermal_zone_get_by_id()
linux-libc-dev	6.1.129-1	CVE-2024-50032	MEDIUM	kernel: rcu/nocb: Fix rcuog wake-up from offline softirq
linux-libc-dev	6.1.129-1	CVE-2024-50056	MEDIUM	kernel: usb: gadget: uvc: Fix ERR_PTR dereference in uvc_v4l2.c
linux-libc-dev	6.1.129-1	CVE-2024-50111	MEDIUM	kernel: LoongArch: Enable IRQ if do_ale() triggered in irq-enabled context
linux-libc-dev	6.1.129-1	CVE-2024-50135	MEDIUM	kernel: nvme-pci: fix race condition between reset and nvme_dev_disable()
linux-libc-dev	6.1.129-1	CVE-2024-50166	MEDIUM	kernel: fsl/fman: Fix refcount handling of fman-related devices
linux-libc-dev	6.1.129-1	CVE-2024-50277	MEDIUM	kernel: dm: fix a crash if blk_alloc_disk fails
linux-libc-dev	6.1.129-1	CVE-2024-50285	MEDIUM	kernel: ksmbd: check outstanding simultaneous SMB operations
linux-libc-dev	6.1.129-1	CVE-2024-50289	MEDIUM	kernel: media: av7110: fix a spectre vulnerability
linux-libc-dev	6.1.129-1	CVE-2024-50298	MEDIUM	kernel: net: enetc: allocate vf_state during PF probes
linux-libc-dev	6.1.129-1	CVE-2024-52559	MEDIUM	kernel: drm/msm/gem: prevent integer overflow in msm_ioctl_gem_submit()
linux-libc-dev	6.1.129-1	CVE-2024-52560	MEDIUM	kernel: fs/ntfs3: Mark inode as bad as soon as error detected in mi_enum_attr()
linux-libc-dev	6.1.129-1	CVE-2024-53050	MEDIUM	kernel: drm/i915/hdcp: Add encoder check in hdcp2_get_capability
linux-libc-dev	6.1.129-1	CVE-2024-53051	MEDIUM	kernel: drm/i915/hdcp: Add encoder check in intel_hdcp_get_capability
linux-libc-dev	6.1.129-1	CVE-2024-53056	MEDIUM	kernel: drm/mediatek: Fix potential NULL dereference in mtk_crtc_destroy()
linux-libc-dev	6.1.129-1	CVE-2024-53079	MEDIUM	kernel: mm/thp: fix deferred split unqueue naming and locking
linux-libc-dev	6.1.129-1	CVE-2024-53085	MEDIUM	kernel: tpm: Lock TPM chip in tpm_pm_suspend() first
linux-libc-dev	6.1.129-1	CVE-2024-53089	MEDIUM	kernel: LoongArch: KVM: Mark hrtimer to expire in hard interrupt context
linux-libc-dev	6.1.129-1	CVE-2024-53090	MEDIUM	kernel: afs: Fix lock recursion
linux-libc-dev	6.1.129-1	CVE-2024-53091	MEDIUM	kernel: bpf: Add sk_is_inet and IS_ICSK check in tls_sw_has_ctx_tx/rx
linux-libc-dev	6.1.129-1	CVE-2024-53094	MEDIUM	kernel: RDMA/siw: Add sendpage_ok() check to disable MSG_SPLICE_PAGES
linux-libc-dev	6.1.129-1	CVE-2024-53095	MEDIUM	kernel: smb: client: Fix use-after-free of network namespace.
linux-libc-dev	6.1.129-1	CVE-2024-53114	MEDIUM	kernel: x86/CPU/AMD: Clear virtualized VMLOAD/VMSAVE on Zen4 client
linux-libc-dev	6.1.129-1	CVE-2024-53134	MEDIUM	kernel: pmdomain: imx93-blk-ctrl: correct remove path
linux-libc-dev	6.1.129-1	CVE-2024-53147	MEDIUM	kernel: exfat: fix out-of-bounds access of directory entries
linux-libc-dev	6.1.129-1	CVE-2024-53176	MEDIUM	kernel: smb: During unmount, ensure all cached dir instances drop their dentry
linux-libc-dev	6.1.129-1	CVE-2024-53177	MEDIUM	kernel: smb: prevent use-after-free due to open_cached_dir error paths
linux-libc-dev	6.1.129-1	CVE-2024-53178	MEDIUM	kernel: smb: Don't leak cfid when reconnect races with open_cached_dir
linux-libc-dev	6.1.129-1	CVE-2024-53187	MEDIUM	kernel: io_uring: check for overflows in io_pin_pages
linux-libc-dev	6.1.129-1	CVE-2024-53195	MEDIUM	kernel: KVM: arm64: Get rid of userspace_irqchip_in_use
linux-libc-dev	6.1.129-1	CVE-2024-53209	MEDIUM	kernel: bnxt_en: Fix receive ring space parameters when XDP is active
linux-libc-dev	6.1.129-1	CVE-2024-53218	MEDIUM	kernel: f2fs: fix race in concurrent f2fs_stop_gc_thread
linux-libc-dev	6.1.129-1	CVE-2024-53219	MEDIUM	kernel: virtiofs: use pages instead of pointer for kernel direct IO
linux-libc-dev	6.1.129-1	CVE-2024-53221	MEDIUM	kernel: f2fs: fix null-ptr-deref in f2fs_submit_page_bio()
linux-libc-dev	6.1.129-1	CVE-2024-53224	MEDIUM	kernel: RDMA/mlx5: Move events notifier registration to be after device registration
linux-libc-dev	6.1.129-1	CVE-2024-53687	MEDIUM	kernel: riscv: Fix IPIs usage in kfence_protect_page()
linux-libc-dev	6.1.129-1	CVE-2024-54456	MEDIUM	kernel: NFS: Fix potential buffer overflowin nfs_sysfs_link_rpc_client()
linux-libc-dev	6.1.129-1	CVE-2024-54683	MEDIUM	kernel: netfilter: IDLETIMER: Fix for possible ABBA deadlock
linux-libc-dev	6.1.129-1	CVE-2024-56544	MEDIUM	kernel: udmabuf: change folios array from kmalloc to kvmalloc
linux-libc-dev	6.1.129-1	CVE-2024-56565	MEDIUM	kernel: f2fs: fix to drop all discards after creating snapshot on lvm device
linux-libc-dev	6.1.129-1	CVE-2024-56566	MEDIUM	kernel: mm/slub: Avoid list corruption when removing a slab from the full list
linux-libc-dev	6.1.129-1	CVE-2024-56583	MEDIUM	kernel: sched/deadline: Fix warning in migrate_enable for boosted tasks
linux-libc-dev	6.1.129-1	CVE-2024-56588	MEDIUM	kernel: scsi: hisi_sas: Create all dump files during debugfs initialization
linux-libc-dev	6.1.129-1	CVE-2024-56591	MEDIUM	kernel: Bluetooth: hci_conn: Use disable_delayed_work_sync
linux-libc-dev	6.1.129-1	CVE-2024-56592	MEDIUM	kernel: bpf: Call free_htab_elem() after htab_unlock_bucket()
linux-libc-dev	6.1.129-1	CVE-2024-56609	MEDIUM	kernel: wifi: rtw88: use ieee80211_purge_tx_queue() to purge TX skb
linux-libc-dev	6.1.129-1	CVE-2024-56611	MEDIUM	kernel: mm/mempolicy: fix migrate_to_node() assuming there is at least one VMA in a MM
linux-libc-dev	6.1.129-1	CVE-2024-56647	MEDIUM	kernel: net: Fix icmp host relookup triggering ip_rt_bug
linux-libc-dev	6.1.129-1	CVE-2024-56657	MEDIUM	kernel: ALSA: control: Avoid WARN() for symlink errors
linux-libc-dev	6.1.129-1	CVE-2024-56692	MEDIUM	kernel: f2fs: fix to do sanity check on node blkaddr in truncate_node()
linux-libc-dev	6.1.129-1	CVE-2024-56712	MEDIUM	kernel: udmabuf: fix memory leak on last export_udmabuf() error path
linux-libc-dev	6.1.129-1	CVE-2024-56719	MEDIUM	kernel: net: stmmac: fix TSO DMA API usage causing oops
linux-libc-dev	6.1.129-1	CVE-2024-56729	MEDIUM	kernel: smb: Initialize cfid->tcon before performing network ops
linux-libc-dev	6.1.129-1	CVE-2024-56742	MEDIUM	kernel: vfio/mlx5: Fix an unwind issue in mlx5vf_add_migration_pages()
linux-libc-dev	6.1.129-1	CVE-2024-56757	MEDIUM	kernel: Bluetooth: btusb: mediatek: add intf release flow when usb disconnect
linux-libc-dev	6.1.129-1	CVE-2024-56758	MEDIUM	kernel: btrfs: check folio mapping after unlock in relocate_one_folio()
linux-libc-dev	6.1.129-1	CVE-2024-56782	MEDIUM	kernel: ACPI: x86: Add adev NULL check to acpi_quirk_skip_serdev_enumeration()
linux-libc-dev	6.1.129-1	CVE-2024-56786	MEDIUM	kernel: bpf: put bpf_link's program when link is safe to be deallocated
linux-libc-dev	6.1.129-1	CVE-2024-57795	MEDIUM	kernel: RDMA/rxe: Remove the direct link to net_device
linux-libc-dev	6.1.129-1	CVE-2024-57804	MEDIUM	kernel: scsi: mpi3mr: Fix corrupt config pages PHY state is switched in sysfs
linux-libc-dev	6.1.129-1	CVE-2024-57809	MEDIUM	kernel: PCI: imx6: Fix suspend/resume support on i.MX6QDL
linux-libc-dev	6.1.129-1	CVE-2024-57843	MEDIUM	kernel: virtio-net: fix overflow inside virtnet_rq_alloc
linux-libc-dev	6.1.129-1	CVE-2024-57852	MEDIUM	kernel: firmware: qcom: scm: smc: Handle missing SCM device
linux-libc-dev	6.1.129-1	CVE-2024-57857	MEDIUM	kernel: RDMA/siw: Remove direct link to net_device
linux-libc-dev	6.1.129-1	CVE-2024-57872	MEDIUM	kernel: scsi: ufs: pltfrm: Dellocate HBA during ufshcd_pltfrm_remove()
linux-libc-dev	6.1.129-1	CVE-2024-57875	MEDIUM	kernel: block: RCU protect disk->conv_zones_bitmap
linux-libc-dev	6.1.129-1	CVE-2024-57883	MEDIUM	kernel: mm: hugetlb: independent PMD page table shared count
linux-libc-dev	6.1.129-1	CVE-2024-57888	MEDIUM	kernel: workqueue: Do not warn when cancelling WQ_MEM_RECLAIM work from !WQ_MEM_RECLAIM worker
linux-libc-dev	6.1.129-1	CVE-2024-57895	MEDIUM	kernel: ksmbd: set ATTR_CTIME flags when setting mtime
linux-libc-dev	6.1.129-1	CVE-2024-57898	MEDIUM	kernel: wifi: cfg80211: clear link ID from bitmap during link delete after clean up
linux-libc-dev	6.1.129-1	CVE-2024-57899	MEDIUM	kernel: wifi: mac80211: fix mbss changed flags corruption on 32 bit systems
linux-libc-dev	6.1.129-1	CVE-2024-57924	MEDIUM	kernel: fs: relax assertions on failure to encode file handles
linux-libc-dev	6.1.129-1	CVE-2024-57945	MEDIUM	kernel: riscv: mm: Fix the out of bound issue of vmemmap address
linux-libc-dev	6.1.129-1	CVE-2024-57950	MEDIUM	kernel: drm/amd/display: Initialize denominator defaults to 1
linux-libc-dev	6.1.129-1	CVE-2024-57952	MEDIUM	kernel: Revert "libfs: fix infinite directory reads for offset dir"
linux-libc-dev	6.1.129-1	CVE-2024-57974	MEDIUM	kernel: udp: Deal with race between UDP socket address change and rehash
linux-libc-dev	6.1.129-1	CVE-2024-57975	MEDIUM	kernel: btrfs: do proper folio cleanup when run_delalloc_nocow() failed
linux-libc-dev	6.1.129-1	CVE-2024-57976	MEDIUM	kernel: btrfs: do proper folio cleanup when cow_file_range() failed
linux-libc-dev	6.1.129-1	CVE-2024-57977	MEDIUM	kernel: memcg: fix soft lockup in the OOM process
linux-libc-dev	6.1.129-1	CVE-2024-57999	MEDIUM	kernel: powerpc/pseries/iommu: IOMMU incorrectly marks MMIO range in DDW
linux-libc-dev	6.1.129-1	CVE-2024-58005	MEDIUM	kernel: tpm: Change to kvalloc() in eventlog/acpi.c
linux-libc-dev	6.1.129-1	CVE-2024-58006	MEDIUM	kernel: PCI: dwc: ep: Prevent changing BAR size/flags in pci_epc_set_bar()
linux-libc-dev	6.1.129-1	CVE-2024-58012	MEDIUM	kernel: ASoC: SOF: Intel: hda-dai: Ensure DAI widget is valid during params
linux-libc-dev	6.1.129-1	CVE-2024-58053	MEDIUM	kernel: rxrpc: Fix handling of received connection abort
linux-libc-dev	6.1.129-1	CVE-2024-58079	MEDIUM	kernel: media: uvcvideo: Fix crash during unbind if gpio unit is in use
linux-libc-dev	6.1.129-1	CVE-2024-58089	MEDIUM	kernel: btrfs: fix double accounting race when btrfs_run_delalloc_range() failed
linux-libc-dev	6.1.129-1	CVE-2024-58090	MEDIUM	kernel: sched/core: Prevent rescheduling when interrupts are disabled
linux-libc-dev	6.1.129-1	CVE-2024-58093	MEDIUM	kernel: PCI/ASPM: Fix link state exit during switch upstream function removal
linux-libc-dev	6.1.129-1	CVE-2024-58094	MEDIUM	kernel: jfs: add check read-only before truncation in jfs_truncate_nolock()
linux-libc-dev	6.1.129-1	CVE-2024-58095	MEDIUM	kernel: jfs: add check read-only before txBeginAnon() call
linux-libc-dev	6.1.129-1	CVE-2024-58096	MEDIUM	kernel: wifi: ath11k: add srng->lock for ath11k_hal_srng_* in monitor mode
linux-libc-dev	6.1.129-1	CVE-2024-58097	MEDIUM	kernel: wifi: ath11k: fix RCU stall while reaping monitor destination ring
linux-libc-dev	6.1.129-1	CVE-2025-21634	MEDIUM	kernel: cgroup/cpuset: remove kernfs active break
linux-libc-dev	6.1.129-1	CVE-2025-21635	MEDIUM	kernel: rds: sysctl: rds_tcp_{rcv,snd}buf: avoid using current->nsproxy
linux-libc-dev	6.1.129-1	CVE-2025-21645	MEDIUM	kernel: platform/x86/amd/pmc: Only disable IRQ1 wakeup where i8042 actually enabled it
linux-libc-dev	6.1.129-1	CVE-2025-21649	MEDIUM	kernel: net: hns3: fix kernel crash when 1588 is sent on HIP08 devices
linux-libc-dev	6.1.129-1	CVE-2025-21651	MEDIUM	kernel: net: hns3: don't auto enable misc vector
linux-libc-dev	6.1.129-1	CVE-2025-21656	MEDIUM	kernel: hwmon: (drivetemp) Fix driver producing garbage data when SCSI errors occur
linux-libc-dev	6.1.129-1	CVE-2025-21658	MEDIUM	kernel: btrfs: avoid NULL pointer dereference if no valid extent tree
linux-libc-dev	6.1.129-1	CVE-2025-21673	MEDIUM	kernel: smb: client: fix double free of TCP_Server_Info::hostname
linux-libc-dev	6.1.129-1	CVE-2025-21676	MEDIUM	kernel: net: fec: handle page_pool_dev_alloc_pages error
linux-libc-dev	6.1.129-1	CVE-2025-21682	MEDIUM	kernel: eth: bnxt: always recalculate features after XDP clearing, fix null-deref
linux-libc-dev	6.1.129-1	CVE-2025-21693	MEDIUM	kernel: mm: zswap: properly synchronize freeing resources during CPU hotunplug
linux-libc-dev	6.1.129-1	CVE-2025-21696	MEDIUM	kernel: mm: clear uffd-wp PTE/PMD state on mremap()
linux-libc-dev	6.1.129-1	CVE-2025-21712	MEDIUM	kernel: md/md-bitmap: Synchronize bitmap_get_stats() with bitmap lifetime
linux-libc-dev	6.1.129-1	CVE-2025-21714	MEDIUM	kernel: RDMA/mlx5: Fix implicit ODP use after free
linux-libc-dev	6.1.129-1	CVE-2025-21721	MEDIUM	kernel: nilfs2: handle errors that nilfs_prepare_chunk() may return
linux-libc-dev	6.1.129-1	CVE-2025-21723	MEDIUM	kernel: scsi: mpi3mr: Fix possible crash when setting up bsg fails
linux-libc-dev	6.1.129-1	CVE-2025-21729	MEDIUM	kernel: wifi: rtw89: fix race between cancel_hw_scan and hw_scan completion
linux-libc-dev	6.1.129-1	CVE-2025-21732	MEDIUM	kernel: RDMA/mlx5: Fix a race for an ODP MR which leads to CQE with error
linux-libc-dev	6.1.129-1	CVE-2025-21739	MEDIUM	kernel: scsi: ufs: core: Fix use-after free in init error and remove paths
linux-libc-dev	6.1.129-1	CVE-2025-21751	MEDIUM	kernel: net/mlx5: HWS, change error flow on matcher disconnect
linux-libc-dev	6.1.129-1	CVE-2025-21756	MEDIUM	kernel: vsock: Keep the binding until socket destruction
linux-libc-dev	6.1.129-1	CVE-2025-21759	MEDIUM	kernel: ipv6: mcast: extend RCU protection in igmp6_send()
linux-libc-dev	6.1.129-1	CVE-2025-21768	MEDIUM	kernel: net: ipv6: fix dst ref loops in rpl, seg6 and ioam6 lwtunnels
linux-libc-dev	6.1.129-1	CVE-2025-21801	MEDIUM	kernel: net: ravb: Fix missing rtnl lock in suspend/resume path
linux-libc-dev	6.1.129-1	CVE-2025-21816	MEDIUM	kernel: hrtimers: Force migrate away hrtimers queued after CPUHP_AP_HRTIMERS_DYING
linux-libc-dev	6.1.129-1	CVE-2025-21817	MEDIUM	kernel: block: mark GFP_NOIO around sysfs ->store()
linux-libc-dev	6.1.129-1	CVE-2025-21831	MEDIUM	kernel: PCI: Avoid putting some root ports into D3 on TUXEDO Sirius Gen1
linux-libc-dev	6.1.129-1	CVE-2025-21833	MEDIUM	kernel: iommu/vt-d: Avoid use of NULL after WARN_ON_ONCE
linux-libc-dev	6.1.129-1	CVE-2025-21836	MEDIUM	kernel: io_uring/kbuf: re-using old struct io_buffer_list may lead to a use-after-free situation
linux-libc-dev	6.1.129-1	CVE-2025-21838	MEDIUM	kernel: usb: gadget: core: flush gadget workqueue after device removal
linux-libc-dev	6.1.129-1	CVE-2025-21839	MEDIUM	kernel: KVM: x86: Load DR6 with guest value only before entering .vcpu_run() loop
linux-libc-dev	6.1.129-1	CVE-2025-21844	MEDIUM	kernel: smb: client: Add check for next_buffer in receive_encrypted_standard()
linux-libc-dev	6.1.129-1	CVE-2025-21846	MEDIUM	kernel: acct: perform last write from workqueue
linux-libc-dev	6.1.129-1	CVE-2025-21848	MEDIUM	kernel: nfp: bpf: Add check for nfp_app_ctrl_msg_alloc()
linux-libc-dev	6.1.129-1	CVE-2025-21853	MEDIUM	kernel: bpf: avoid holding freeze_mutex during mmap operation
linux-libc-dev	6.1.129-1	CVE-2025-21859	MEDIUM	kernel: USB: gadget: f_midi: f_midi_complete to call queue_work
linux-libc-dev	6.1.129-1	CVE-2025-21861	MEDIUM	kernel: mm/migrate_device: don't add folio to be freed to LRU in migrate_device_finalize()
linux-libc-dev	6.1.129-1	CVE-2025-21862	MEDIUM	kernel: drop_monitor: fix incorrect initialization order
linux-libc-dev	6.1.129-1	CVE-2025-21864	MEDIUM	kernel: tcp: drop secpath at the same time as we currently drop dst
linux-libc-dev	6.1.129-1	CVE-2025-21865	MEDIUM	kernel: gtp: Suppress list corruption splat in gtp_net_exit_batch_rtnl().
linux-libc-dev	6.1.129-1	CVE-2025-21866	MEDIUM	kernel: powerpc/code-patching: Fix KASAN hit by not flagging text patching area as VM_ALLOC
linux-libc-dev	6.1.129-1	CVE-2025-21867	MEDIUM	kernel: bpf, test_run: Fix use-after-free issue in eth_skb_pkt_type()
linux-libc-dev	6.1.129-1	CVE-2025-21870	MEDIUM	kernel: ASoC: SOF: ipc4-topology: Harden loops for looking up ALH copiers
linux-libc-dev	6.1.129-1	CVE-2025-21871	MEDIUM	kernel: tee: optee: Fix supplicant wait loop
linux-libc-dev	6.1.129-1	CVE-2025-21872	MEDIUM	kernel: efi: Don't map the entire mokvar table to determine its size
linux-libc-dev	6.1.129-1	CVE-2025-21875	MEDIUM	kernel: mptcp: always handle address removal under msk socket lock
linux-libc-dev	6.1.129-1	CVE-2025-21877	MEDIUM	kernel: usbnet: gl620a: fix endpoint checking in genelink_bind()
linux-libc-dev	6.1.129-1	CVE-2025-21878	MEDIUM	kernel: i2c: npcm: disable interrupt enable bit before devm_request_irq
linux-libc-dev	6.1.129-1	CVE-2025-21881	MEDIUM	kernel: uprobes: Reject the shared zeropage in uprobe_write_opcode()
linux-libc-dev	6.1.129-1	CVE-2025-21885	MEDIUM	kernel: RDMA/bnxt_re: Fix the page details for the srq created by kernel consumers
linux-libc-dev	6.1.129-1	CVE-2025-21887	MEDIUM	kernel: ovl: fix UAF in ovl_dentry_update_reval by moving dput() in ovl_link_up
linux-libc-dev	6.1.129-1	CVE-2025-21888	MEDIUM	kernel: RDMA/mlx5: Fix a WARN during dereg_mr for DM type
linux-libc-dev	6.1.129-1	CVE-2025-21891	MEDIUM	kernel: ipvlan: ensure network headers are in skb linear part
linux-libc-dev	6.1.129-1	CVE-2025-21892	MEDIUM	kernel: RDMA/mlx5: Fix the recovery flow of the UMR QP
linux-libc-dev	6.1.129-1	CVE-2025-21894	MEDIUM	kernel: net: enetc: VFs do not support HWTSTAMP_TX_ONESTEP_SYNC
linux-libc-dev	6.1.129-1	CVE-2025-21898	MEDIUM	kernel: ftrace: Avoid potential division by zero in function_stat_show()
linux-libc-dev	6.1.129-1	CVE-2025-21899	MEDIUM	kernel: tracing: Fix bad hist from corrupting named_triggers list
linux-libc-dev	6.1.129-1	CVE-2025-21904	MEDIUM	kernel: caif_virtio: fix wrong pointer check in cfv_probe()
linux-libc-dev	6.1.129-1	CVE-2025-21907	MEDIUM	kernel: mm: memory-failure: update ttu flag inside unmap_poisoned_folio
linux-libc-dev	6.1.129-1	CVE-2025-21909	MEDIUM	kernel: wifi: nl80211: reject cooked mode if it is set along with other flags
linux-libc-dev	6.1.129-1	CVE-2025-21910	MEDIUM	kernel: wifi: cfg80211: regulatory: improve invalid hints checking
linux-libc-dev	6.1.129-1	CVE-2025-21912	MEDIUM	kernel: gpio: rcar: Use raw_spinlock to protect register access
linux-libc-dev	6.1.129-1	CVE-2025-21913	MEDIUM	kernel: x86/amd_nb: Use rdmsr_safe() in amd_get_mmconfig_range()
linux-libc-dev	6.1.129-1	CVE-2025-21914	MEDIUM	kernel: slimbus: messaging: Free transaction ID in delayed interrupt scenario
linux-libc-dev	6.1.129-1	CVE-2025-21916	MEDIUM	kernel: usb: atm: cxacru: fix a flaw in existing endpoint checks
linux-libc-dev	6.1.129-1	CVE-2025-21917	MEDIUM	kernel: usb: renesas_usbhs: Flush the notify_hotplug_work
linux-libc-dev	6.1.129-1	CVE-2025-21918	MEDIUM	kernel: usb: typec: ucsi: Fix NULL pointer access
linux-libc-dev	6.1.129-1	CVE-2025-21922	MEDIUM	kernel: ppp: Fix KMSAN uninit-value warning with bpf
linux-libc-dev	6.1.129-1	CVE-2025-21924	MEDIUM	kernel: net: hns3: make sure ptp clock is unregister and freed if hclge_ptp_get_cycle returns an error
linux-libc-dev	6.1.129-1	CVE-2025-21925	MEDIUM	kernel: llc: do not use skb_get() before dev_queue_xmit()
linux-libc-dev	6.1.129-1	CVE-2025-21931	MEDIUM	kernel: hwpoison, memory_hotplug: lock folio before unmap hwpoisoned folio
linux-libc-dev	6.1.129-1	CVE-2025-21935	MEDIUM	kernel: rapidio: add check for rio_add_net() in rio_scan_alloc_net()
linux-libc-dev	6.1.129-1	CVE-2025-21936	MEDIUM	kernel: Bluetooth: Add check for mgmt_alloc_skb() in mgmt_device_connected()
linux-libc-dev	6.1.129-1	CVE-2025-21937	MEDIUM	kernel: Bluetooth: Add check for mgmt_alloc_skb() in mgmt_remote_name()
linux-libc-dev	6.1.129-1	CVE-2025-21938	MEDIUM	kernel: mptcp: fix 'scheduling while atomic' in mptcp_pm_nl_append_new_local_addr
linux-libc-dev	6.1.129-1	CVE-2025-21941	MEDIUM	kernel: drm/amd/display: Fix null check for pipe_ctx->plane_state in resource_build_scaling_params
linux-libc-dev	6.1.129-1	CVE-2025-21943	MEDIUM	kernel: gpio: aggregator: protect driver attr handlers against module unload
linux-libc-dev	6.1.129-1	CVE-2025-21944	MEDIUM	kernel: ksmbd: fix bug on trap in smb2_lock
linux-libc-dev	6.1.129-1	CVE-2025-21946	MEDIUM	kernel: ksmbd: fix out-of-bounds in parse_sec_desc()
linux-libc-dev	6.1.129-1	CVE-2025-21947	MEDIUM	kernel: ksmbd: fix type confusion via race condition when using ipc_msg_send_request
linux-libc-dev	6.1.129-1	CVE-2025-21948	MEDIUM	kernel: HID: appleir: Fix potential NULL dereference at raw event handle
linux-libc-dev	6.1.129-1	CVE-2025-21949	MEDIUM	kernel: LoongArch: Set hugetlb mmap base address aligned with pmd size
linux-libc-dev	6.1.129-1	CVE-2025-21950	MEDIUM	kernel: drivers: virt: acrn: hsm: Use kzalloc to avoid info leak in pmcmd_ioctl
linux-libc-dev	6.1.129-1	CVE-2025-21951	MEDIUM	kernel: bus: mhi: host: pci_generic: Use pci_try_reset_function() to avoid deadlock
linux-libc-dev	6.1.129-1	CVE-2025-21955	MEDIUM	kernel: ksmbd: prevent connection release during oplock break notification
linux-libc-dev	6.1.129-1	CVE-2025-21956	MEDIUM	kernel: drm/amd/display: Assign normalized_pix_clk when color depth = 14
linux-libc-dev	6.1.129-1	CVE-2025-21957	MEDIUM	kernel: scsi: qla1280: Fix kernel oops when debug level > 2
linux-libc-dev	6.1.129-1	CVE-2025-21959	MEDIUM	kernel: netfilter: nf_conncount: Fully initialize struct nf_conncount_tuple in insert_tree()
linux-libc-dev	6.1.129-1	CVE-2025-21960	MEDIUM	kernel: eth: bnxt: do not update checksum in bnxt_xdp_build_skb()
linux-libc-dev	6.1.129-1	CVE-2025-21961	MEDIUM	kernel: eth: bnxt: fix truesize for mb-xdp-pass case
linux-libc-dev	6.1.129-1	CVE-2025-21962	MEDIUM	kernel: cifs: Fix integer overflow while processing closetimeo mount option
linux-libc-dev	6.1.129-1	CVE-2025-21963	MEDIUM	kernel: cifs: Fix integer overflow while processing acdirmax mount option
linux-libc-dev	6.1.129-1	CVE-2025-21964	MEDIUM	kernel: cifs: Fix integer overflow while processing acregmax mount option
linux-libc-dev	6.1.129-1	CVE-2025-21970	MEDIUM	kernel: net/mlx5: Bridge, fix the crash caused by LAG state check
linux-libc-dev	6.1.129-1	CVE-2025-21971	MEDIUM	kernel: net_sched: Prevent creation of classes with TC_H_ROOT
linux-libc-dev	6.1.129-1	CVE-2025-21972	MEDIUM	kernel: net: mctp: unshare packets when reassembling
linux-libc-dev	6.1.129-1	CVE-2025-21975	MEDIUM	kernel: net/mlx5: handle errors in mlx5_chains_create_table()
linux-libc-dev	6.1.129-1	CVE-2025-21976	MEDIUM	kernel: fbdev: hyperv_fb: Allow graceful removal of framebuffer
linux-libc-dev	6.1.129-1	CVE-2025-21978	MEDIUM	kernel: drm/hyperv: Fix address space leak when Hyper-V DRM device is removed
linux-libc-dev	6.1.129-1	CVE-2025-21980	MEDIUM	kernel: sched: address a potential NULL pointer dereference in the GRED scheduler.
linux-libc-dev	6.1.129-1	CVE-2025-21981	MEDIUM	kernel: ice: fix memory leak in aRFS after reset
linux-libc-dev	6.1.129-1	CVE-2025-21985	MEDIUM	kernel: drm/amd/display: Fix out-of-bound accesses
linux-libc-dev	6.1.129-1	CVE-2025-21986	MEDIUM	kernel: net: switchdev: Convert blocking notification chain to a raw one
linux-libc-dev	6.1.129-1	CVE-2025-21992	MEDIUM	kernel: HID: ignore non-functional sensor in HP 5MP Camera
linux-libc-dev	6.1.129-1	CVE-2025-21994	MEDIUM	kernel: ksmbd: fix incorrect validation for num_aces field of smb_acl
linux-libc-dev	6.1.129-1	CVE-2025-21996	MEDIUM	kernel: drm/radeon: fix uninitialized size issue in radeon_vce_cs_parse()
linux-libc-dev	6.1.129-1	CVE-2025-21997	MEDIUM	kernel: xsk: fix an integer overflow in xp_create_and_assign_umem()
linux-libc-dev	6.1.129-1	CVE-2025-21999	MEDIUM	kernel: proc: fix UAF in proc_get_inode()
linux-libc-dev	6.1.129-1	CVE-2025-22004	MEDIUM	kernel: net: atm: fix use after free in lec_send()
linux-libc-dev	6.1.129-1	CVE-2025-22005	MEDIUM	kernel: ipv6: Fix memleak of nhc_pcpu_rth_output in fib_check_nh_v6_gw().
linux-libc-dev	6.1.129-1	CVE-2025-22007	MEDIUM	kernel: Bluetooth: Fix error code in chan_alloc_skb_cb()
linux-libc-dev	6.1.129-1	CVE-2025-22008	MEDIUM	kernel: regulator: check that dummy regulator has been probed before using it
linux-libc-dev	6.1.129-1	CVE-2025-22010	MEDIUM	kernel: RDMA/hns: Fix soft lockup during bt pages loop
linux-libc-dev	6.1.129-1	CVE-2025-22014	MEDIUM	kernel: soc: qcom: pdr: Fix the potential deadlock
linux-libc-dev	6.1.129-1	CVE-2025-22015	MEDIUM	kernel: mm/migrate: fix shmem xarray update during migration
linux-libc-dev	6.1.129-1	CVE-2025-22018	MEDIUM	kernel: atm: Fix NULL pointer dereference
linux-libc-dev	6.1.129-1	CVE-2025-22019	MEDIUM	kernel: bcachefs: bch2_ioctl_subvolume_destroy() fixes
linux-libc-dev	6.1.129-1	CVE-2025-22020	MEDIUM	kernel: memstick: rtsx_usb_ms: Fix slab-use-after-free in rtsx_usb_ms_drv_remove
linux-libc-dev	6.1.129-1	CVE-2025-22021	MEDIUM	kernel: netfilter: socket: Lookup orig tuple for IPv6 SNAT
linux-libc-dev	6.1.129-1	CVE-2025-22022	MEDIUM	kernel: usb: xhci: Apply the link chain quirk on NEC isoc endpoints
linux-libc-dev	6.1.129-1	CVE-2025-22025	MEDIUM	kernel: nfsd: put dl_stid if fail to queue dl_recall
linux-libc-dev	6.1.129-1	CVE-2025-22026	MEDIUM	kernel: nfsd: don't ignore the return code of svc_proc_register()
